,SEC_CODE,ABBREVIATED_NAME,GICS_SECTOR_CODE,SECTOR_CODE,SECTOR
1528,FFX,FIREFINCH LTD       ,15104000,15,Materials
1529,FG1,FLYNNGOLD           ,15104000,15,Materials
1530,FGF,FIDELITY FGFL       ,00000000,00,
1531,FGG,FUTURE GLB INVEST CO,00000000,00,
1532,FGI,FLAT GLASS IND.     ,20100000,20,Industrials
1533,FGL,FRUGL GROUP LIMITED ,45100000,45,Information Technology
1534,FGO,FARGO ENTERPRISES   ,45100000,45,Information Technology
1535,FGR,FIRST GRAPHENE LTD  ,15100000,15,Materials
1536,FGX,FUTURE GEN LTD      ,00000000,00,
1537,FHE,FRONTIER ENERGY LTD ,15104000,15,Materials
1538,FHM,FREEHILL MINING LTD ,00000000,00,
1539,FHS,FREEHILL MINING LTD.,15104000,15,Materials
1540,FID,FIDUCIAN GROUP LTD  ,40200000,40,Financials
1541,FIE,FIRESTRIKE RES LTD  ,15104000,15,Materials
1542,FIG,FREEDOM INSURANCE   ,40300000,40,Financials
1543,FIJ,FIJI KAVA LIMITED   ,30300000,30,Consumer Staples
1544,FIL,FIDELITY AUST.      ,00000000,00,
1545,FIN,FIN RESOURCES LTD   ,15104000,15,Materials
1546,FIP,UBS FIXED INCOMEPLUS,99999999,99,N/A
1547,FIR,NSX.FIR             ,99999999,99,N/A
1548,FIT,FITGENES LIMITED    ,35100000,35,Health Care
1549,FIX,COOLABAH ACT CMP BND,00000000,00,
1550,FLC,FLUENCE CORPORATION ,20100000,20,Industrials
1551,FLI,FAIRLIGHT AM        ,00000000,00,
1552,FLK,FOLKESTONE LIMITED  ,60100000,60,Real Estate
1553,FLN,FREELANCER LTD      ,20200000,20,Industrials
1554,FLO,VANECK AU FLOAT RATE,00000000,00,
1555,FLR,FRANKLAND RIVER     ,30200000,30,Consumer Staples
1556,FLT,FLIGHT CENTRE TRAVEL,25300000,25,Consumer Discretionary
1557,FLX,FELIX GROUP         ,45100000,45,Information Technology
1558,FM1,FMF TRUST 4 4-2019  ,00000000,00,
1559,FM2,FMF TRUST 4 2-2019  ,00000000,00,
1560,FM3,FIRSTMAC MORTGAGE   ,00000000,00,
1561,FM4,FMF TRUST 4 3PP-2019,00000000,00,
1562,FM5,FMF TRUST 4 2-2020  ,00000000,00,
1563,FM8,FMG DUMMY TORESS    ,99999999,99,N/A
1564,FMA,FIRSTMAC MFT 1-2007 ,00000000,00,
1565,FME,FUTURE METALS NL    ,10100000,10,Energy
1566,FMG,FORTESCUE METALS GRP,15104000,15,Materials
1567,FMI,NSX.FMI             ,99999999,99,N/A
1568,FML,FOCUS MINERALS LTD  ,15104000,15,Materials
1569,FMM,FIRSTMAC BD SR3-05  ,00000000,00,
1570,FMN,FIRSTMAC BD SRIC-06 ,00000000,00,
1571,FMS,FLINDERS MINES LTD  ,15104000,15,Materials
1572,FND,FINDI LIMITED       ,45100000,45,Information Technology
1573,FNP,FREEDOM FOOD LTD    ,30200000,30,Consumer Staples
1574,FNT,FRONTIER RESOURCES  ,15104000,15,Materials
1575,FNX,FINEXIA FINANCIALGRP,40200000,40,Financials
1576,FOB,FOSSE MASTER PLC    ,00000000,00,
1577,FOD,THE FOOD REVOLUTION ,30200000,30,Consumer Staples
1578,FOO,BETA GLOBAL AGRI    ,00000000,00,
1579,FOR,FORAGER AUST SHS FND,00000000,00,
1580,FOS,FOS CAPITAL LTD     ,20100000,20,Industrials
1581,FOX,TWENTY-FIRST FOX INC,25400000,25,Consumer Discretionary
1582,FOY,FOY GRP LTD         ,15104000,15,Materials
1583,FPA,MAGELLAN FUTUREPAY  ,00000000,00,
1584,FPC,FAT PROPHETS GBL LTD,00000000,00,
1585,FPH,FISHER & PAYKEL H.  ,35100000,35,Health Care
1586,FPL,FREMONT PETROLEUM   ,10100000,10,Energy
1587,FPO,FPO                 , , ,
1588,FPP,FAT PROPHETS G P F  ,00000000,00,
1589,FRB,FIREBIRD METALS     ,15104000,15,Materials
1590,FRC,FORTE CONSOLIDATED  ,15104000,15,Materials
1591,FRE,FIREBRICKPHARMA     ,35200000,35,Health Care
1592,FRI,FINBAR GROUP LIMITED,60100000,60,Real Estate
1593,FRM,FARM PRIDE FOODS    ,30200000,30,Consumer Staples
1594,FRN,FRASER RANGE METALS ,15104000,15,Materials
1595,FRS,FORRESTANIARESOURCES,15104000,15,Materials
1596,FRX,FLEXIROAM LIMITED   ,50100000,50,Communication Services
1597,FRY,FITZROY RES LTD     ,15104000,15,Materials
1598,FSA,FSA GROUP LIMITED   ,40200000,40,Financials
1599,FSD,FIL SUST DEMO       ,00000000,00,
1600,FSE,FIRESTONE ENERGY LTD,10100000,10,Energy
1601,FSF,FONTERRA SHARE FUND ,30200000,30,Consumer Staples
1602,FSG,FIELD SOLU HLDGS LTD,50100000,50,Communication Services
1603,FSI,FLAGSHIP INVESTMENTS,00000000,00,
1604,FT1,FTSE100 INDEXFUTURES,99999999,99,N/A
1605,FTA,FIRETRAIL ABSOLUTE  ,99999999,99,N/A
1606,FTC,FINTECH CHAIN LTD   ,45100000,45,Information Technology
1607,FTE,GLOX FIN BLOCKCHAIN ,00000000,00,
1608,FTL,FIRETAIL RESOURCES  ,15104000,15,Materials
1609,FTR,FIRETRAIL (PFSL)    ,00000000,00,
1610,FTT,FACTOR THERAPTCS LTD,35200000,35,Health Care
1611,FTZ,FERTOZ LTD          ,15104000,15,Materials
1612,FUE,BETA GLOBAL ENERGY  ,00000000,00,
1613,FUH,CURRENCY W USD/HKD  ,99999999,99,N/A
1614,FUJ,CURRENCY W USD/JPY  ,99999999,99,N/A
1615,FUN,FUNTASTIC LIMITED   ,25500000,25,Consumer Discretionary
1616,FUT,JHI GLB SUST ATV ETF,00000000,00,
1617,FWD,FLEETWOOD LTD       ,25200000,25,Consumer Discretionary
1618,FWL,FERROWEST LIMITED   ,15104000,15,Materials
1619,FWY,FASTWAY ELECTRONIC  ,00000000,00,
1620,FX1,FOXINC NASDAQ CLASSB,99999999,99,N/A
1621,FX2,FOXINC NASDAQ CLASSA,99999999,99,N/A
1622,FXB,CURR W AUD/ZAR      ,99999999,99,N/A
1623,FXE,CURR W AUD/EUR      ,99999999,99,N/A
1624,FXG,FELIX GOLD LIMITED  ,15104000,15,Materials
1625,FXH,CURR W AUD/HKD      ,99999999,99,N/A
1626,FXJ,FAIRFAX MEDIA LTD   ,50200000,50,Communication Services
1627,FXL,FLEXIGROUP LIMITED  ,40200000,40,Financials
1628,FXP,CURR W AUD/GBP      ,99999999,99,N/A
1629,FXR,FOX RESOURCES       ,15104000,15,Materials
1630,FXS,CURR W AUD/SGP      ,99999999,99,N/A
1631,FXU,CURR W AUD/USD.     ,99999999,99,N/A
1632,FXY,CURR W AUD/JPY      ,99999999,99,N/A
1633,FXZ,CURR W AUD/NZD      ,99999999,99,N/A
1634,FYA,FORTUNE ASIA GRP LTD,15104000,15,Materials
1635,FYI,FYI RESOURCES LTD   ,15104000,15,Materials
1636,FZO,FAMILY ZONE CYBER   ,45100000,45,Information Technology
1637,FZR,FITZROY RIVER CORP  ,10100000,10,Energy
1638,G1A,GALENA MINING       ,15104000,15,Materials
1639,G50,GOLD50LIMITED       ,15104000,15,Materials
1640,G6M,GROUP 6 METALS LTD  ,15104000,15,Materials
1641,G79,GOLDOZ LIMITED      ,15104000,15,Materials
1642,G88,GOLDEN MILE RES LTD ,15104000,15,Materials
1643,G8C,G8 COMMUNICATION LTD,45200000,45,Information Technology
1644,GAL,GALILEO MINING LTD  ,15104000,15,Materials
1645,GAM,BETA VIDEO GAME ETF ,00000000,00,
1646,GAP,GALE PACIFIC LIMITED,25200000,25,Consumer Discretionary
1647,GAS,STATE GAS LIMITED   ,10100000,10,Energy
1648,GBA,GRANDBRIDGE LIMITED ,40200000,40,Financials
1649,GBE,GLOBE METALS &MINING,15104000,15,Materials
1650,GBG,GINDALBIE METALS LTD,15104000,15,Materials
1651,GBI,GENERA BIOSYSTEMS   ,35200000,35,Health Care
1652,GBM,GBM GOLD LTD        ,15104000,15,Materials
1653,GBN,BETASUSTAINABLEBOND ,00000000,00,
1654,GBP,GLOBAL PETROLEUM    ,10100000,10,Energy
1655,GBR,GREATBOULD RESOURCES,15104000,15,Materials
1656,GBT,GBST HOLDINGS..     ,45100000,45,Information Technology
1657,GBX,GB ENERGY LIMITED   ,10100000,10,Energy
1658,GBZ,GBM RSOURCES LTD    ,15104000,15,Materials
1659,GC1,GLENNON SML CO LTD  ,00000000,00,
1660,GCA,VANECK BENTHAM GCAP ,00000000,00,
1661,GCB,GOLD CORPORATION    ,00000000,00,
1662,GCC,GREENCAPE BC FUND   ,00000000,00,
1663,GCI,GRYPHON CAPITAL     ,00000000,00,
1664,GCM,GREEN CRITICAL MIN  ,15104000,15,Materials
1665,GCN,GOCONNECT LIMITED   ,50200000,50,Communication Services
1666,GCO,GLOBAL X GCO2 ETF   ,00000000,00,
1667,GCR,GOLDEN CROSS        ,15104000,15,Materials
1668,GCS,GLOBAL CONSTRUCTION ,20100000,20,Industrials
1669,GCX,GCX METALS LIMITED  ,10100000,10,Energy
1670,GCY,GASCOYNE RES LTD    ,15104000,15,Materials
1671,GD1,GOLD MINERS 1 BASKET,99999999,99,N/A
1672,GDA,GOOD DRINKS AUS LTD ,30200000,30,Consumer Staples
1673,GDC,GLOBAL DATA GRP     ,00000000,00,
1674,GDF,GARDA PRPTY GROUP   ,60101000,60,Real Estate
1675,GDG,GENERATION DEV GROUP,40300000,40,Financials
1676,GDI,GDI PROPERTY GRP    ,60101000,60,Real Estate
1677,GDX,VANECK GOLD MINERS  ,00000000,00,
1678,GDY,GEODYNAMICS LIMITED ,55100000,55,Utilities
1679,GEA,BETSHARES GEAR FUND ,00000000,00,
1680,GED,GOLDEN DEEPS        ,15104000,15,Materials
1681,GEE,GOLDEN EAGLE LTD    ,99999999,99,N/A
1682,GEG,GRAYS ECOM LTD      ,45100000,45,Information Technology
1683,GEM,G8 EDUCATION LIMITED,25300000,25,Consumer Discretionary
1684,GEN,GENMIN              ,15104000,15,Materials
1685,GEO,GEOOP               ,99999999,99,N/A
1686,GER,GREENEARTH ENERGY   ,20100000,20,Industrials
1687,GES,GENESIS RESOURCES   ,15104000,15,Materials
1688,GEV,GLOBAL ENE VEN LTD  ,10100000,10,Energy
1689,GFF,GOODMAN FIELDER.    ,30200000,30,Consumer Staples
1690,GFI,GLOBAL FORTUNE LTD  ,15104000,15,Materials
1691,GFL,GLOBAL MASTERS FUND ,00000000,00,
1692,GFN,GEFEN INT           ,25500000,25,Consumer Discretionary
1693,GFS,GASFIELDS LIMITED   ,10100000,10,Energy
1694,GFY,GODFREYS GRP LTD    ,25500000,25,Consumer Discretionary
1695,GGE,GRAND GULF ENERGY   ,10100000,10,Energy
1696,GGG,GREENLAND MINERALS  ,15104000,15,Materials
1697,GGH,GLOBAL GOLD HLD LTD ,40200000,40,Financials
1698,GGL,THE GRUDEN GRP      ,45100000,45,Information Technology
1699,GGO,BETAGOVBOND20ETF    ,00000000,00,
1700,GGU,BETA GEARED US EQ   ,00000000,00,
1701,GGX,GAS2GRID LIMITED    ,10100000,10,Energy
1702,GHC,GEN HEALTHCARE REIT ,60101000,60,Real Estate
1703,GHY,GOLD HYDROGEN       ,10100000,10,Energy
1704,GIB,GIBB RIVER DIAMONDS ,15104000,15,Materials
1705,GID,"GI DYNAMICS, INC    ",35100000,35,Health Care
1706,GIP,GIPPSLAND LIMITED   ,15104000,15,Materials
1707,GIV,PERPETUAL ESG AUS   ,00000000,00,
1708,GJT,GALILEO JAPAN TRUST ,60100000,60,Real Estate
1709,GL1,GLOBALLITH          ,15104000,15,Materials
1710,GLA,GLADIATOR RESOURCES ,15104000,15,Materials
1711,GLB,GLOBE INTERNATIONAL ,25200000,25,Consumer Discretionary
1712,GLD,ETFS GROUP          ,99999999,99,N/A
1713,GLE,GLG CORP LTD        ,25200000,25,Consumer Discretionary
1714,GLF,GULF IND LTD        ,15104000,15,Materials
1715,GLH,GLOBAL HEALTH LTD   ,35100000,35,Health Care
1716,GLI,AMPCAP GLOBAL INFRA ,00000000,00,
1717,GLL,GALILEE ENERGY LTD  ,10100000,10,Energy
1718,GLN,GALAN LITHIUM LTD   ,15104000,15,Materials
1719,GLO,BH GLOBAL SHARE     ,00000000,00,
1720,GLR,SIGNUM BLUE GLR     ,00000000,00,
1721,GLV,GLOBAL OIL & GAS    ,10100000,10,Energy
1722,GM8,GMG DUMMY TORESS    ,99999999,99,N/A
1723,GMA,GENWORTH MORTGAGE   ,40100000,40,Financials
1724,GMC,GULF MANGANESE CORP ,15104000,15,Materials
1725,GMD,GENESIS MINERALS    ,15104000,15,Materials
1726,GME,GME RESOURCES LTD   ,15104000,15,Materials
1727,GMF,GPT METRO OFFICE FND,60101000,60,Real Estate
1728,GMG,GOODMAN GROUP       ,60101000,60,Real Estate
1729,GML,GATEWAY MINING      ,15104000,15,Materials
1730,GMM,GENERAL MINING CORP ,15104000,15,Materials
1731,GMN,GOLD MOUNTAIN LTD   ,15104000,15,Materials
1732,GMP,GOODMAN PLUS TRUST  ,00000000,00,
1733,GMR,GOLDEN RIM RESOURCES,15104000,15,Materials
1734,GMT,GBLX GMTL ETF       ,00000000,00,
1735,GMV,G MEDICAL           ,35100000,35,Health Care
1736,GMY,GOLDFIELDS MONEY    ,40100000,40,Financials
1737,GNB,GREENBOX GROUP LTD  ,55100000,55,Utilities
1738,GNC,GRAINCORP LIMITED   ,30100000,30,Consumer Staples
1739,GNE,GENESIS ENERGY LTD  ,55100000,55,Utilities
1740,GNG,GR ENGINEERING LTD  ,15104000,15,Materials
1741,GNM,GREAT NORTHERN      ,15104000,15,Materials
1742,GNP,GENUSPLUS GROUP LTD ,20100000,20,Industrials
1743,GNV,GREEN INVEST LTD    ,20200000,20,Industrials
1744,GNX,GENEX POWER LTD     ,55100000,55,Utilities
1745,GO1,GOOGLE              ,99999999,99,N/A
1746,GO2,THEGO2PEOPLE        ,20200000,20,Industrials
1747,GO8,GOCONNECT LTD       ,00000000,00,
1748,GOA,VANECK DEV XAU MOAT ,00000000,00,
1749,GOE,GO ENERGY GROUP LTD ,20100000,20,Industrials
1750,GOL,GBLX METALS.        ,40200000,40,Financials
1751,GOO,JAN HEN SUST CR FUND,00000000,00,
1752,GOR,GOLD ROAD RES LTD   ,15104000,15,Materials
1753,GOV,SPDR GOVT BOND      ,00000000,00,
1754,GOW,GOWING BROS. LIMITED,40200000,40,Financials
1755,GOZ,GROWTHPOINT PROPERTY,60101000,60,Real Estate
1756,GP8,GPT DUMMY TORESS    ,99999999,99,N/A
1757,GPE,VE GLBL LIST PRIV EQ,00000000,00,
1758,GPH,GOLDPHYRE RES LTD   ,15104000,15,Materials
1759,GPP,GREENPOWER ENRGY LTD,15104000,15,Materials
1760,GPR,GEOPACIFIC RESOURCES,15104000,15,Materials
1761,GPS,GPS ALLIANCE LTD    ,60100000,60,Real Estate
1762,GPT,GPT GROUP           ,60101000,60,Real Estate
1763,GPX,GRAPHEX MINING LTD  ,15104000,15,Materials
1764,GQG,GQG PARTNERS        ,40200000,40,Financials
1765,GRA,GOLD TIGER RESOURCES,99999999,99,N/A
1766,GRB,GAGE ROADS BREWING  ,30200000,30,Consumer Staples
1767,GRE,GREENTECHMETALS     ,15104000,15,Materials
1768,GRF,GLOBAL RESOURCE     ,40200000,40,Financials
1769,GRG,GRG INTERNATIONAL   ,20100000,20,Industrials
1770,GRL,GODOLPHIN RESOURCES ,15104000,15,Materials
1771,GRN,VANECK ESG AUSTRALIA,00000000,00,
1772,GRO,SCH REAL RETURN     ,00000000,00,
1773,GRP,GRP CORP LIMITED    ,40200000,40,Financials
1774,GRR,GRANGE RESOURCES.   ,15104000,15,Materials
1775,GRV,GREENVALE ENERGY LTD,10100000,10,Energy
1776,GRW,GROWTH BASKET WARR. ,00000000,00,
1777,GRX,GREENX METALS LTD   ,15104000,15,Materials
1778,GRY,GRYPHON MINERALS LTD,15104000,15,Materials
1779,GSB,AUSGOV TREASURY BOND,00000000,00,
1780,GSC,GLOBAL GEOSCIENCE   ,15104000,15,Materials
1781,GSE,GOLDSEARCH LIMITED  ,15104000,15,Materials
1782,GSF,GSFM RE SERVICES    ,00000000,00,
1783,GSI,AUSGOV TRES.IND BOND,00000000,00,
1784,GSL,GREATCELL SOLAR LTD ,45300000,45,Information Technology
1785,GSM,GOLDEN STATE MINING ,15104000,15,Materials
1786,GSN,GREAT SOUTHERN      ,15104000,15,Materials
1787,GSR,GREENSTONE RESOURCES,15104000,15,Materials
1788,GSS,GENETIC SIGNATURES  ,35200000,35,Health Care
1789,GSW,GETSWIFT LIMITED    ,45100000,45,Information Technology
1790,GT1,GREENTECHNOLOGY     ,15104000,15,Materials
1791,GTE,GREAT WESTERN EXP.  ,15104000,15,Materials
1792,GTG,GENETIC TECHNOLOGIES,35200000,35,Health Care
1793,GTI,GRATIFII            ,45100000,45,Information Technology
1794,GTK,GENTRACK GROUP LTD  ,45100000,45,Information Technology
1795,GTM,GREENTECH MINERALS  ,45300000,45,Information Technology
1796,GTN,GTN LIMITED         ,50200000,50,Communication Services
1797,GTR,GTI ENERGY LTD      ,15104000,15,Materials
1798,GTY,GATEWAY LIFESTYLE   ,60100000,60,Real Estate
1799,GUD,G.U.D. HOLDINGS     ,25100000,25,Consumer Discretionary
1800,GUF,GUILDFORD COAL LTD  ,10100000,10,Energy
1801,GUL,GULLEWA LIMITED     ,15104000,15,Materials
1802,GUR,BETASHARES INDIA    ,00000000,00,
1803,GUS,GOLD BASKET WARRANT ,00000000,00,
1804,GUV,GUVERA LTD          ,99999999,99,N/A
1805,GVF,GLOBAL VALUE FND LTD,00000000,00,
1806,GW1,GREENWING RESOURCES ,15104000,15,Materials
1807,GWA,GWA GROUP LTD       ,20100000,20,Industrials
1808,GWR,GWR GROUP LTD       ,15104000,15,Materials
1809,GXL,GREENCROSS LIMITED  ,25500000,25,Consumer Discretionary
1810,GXN,GLOBAL METALS       ,15104000,15,Materials
1811,GXY,GALAXY RESOURCES    ,15104000,15,Materials
1812,GZL,GAZAL CORPORATION   ,25200000,25,Consumer Discretionary
1813,H2G,GREENHY2 LIMITED    ,20200000,20,Industrials
1814,H2O,H2OCEAN LIMITED     ,99999999,99,N/A
1815,HAC,BETA GLOBAL CYBER   ,00000000,00,
1816,HAL,HALO TECHNOLOGIES   ,40200000,40,Financials
1817,HAO,HAODEX LIMITED      ,00000000,00,
1818,HAR,HARANGARESOURCES    ,15104000,15,Materials
1819,HAS,HASTINGS TECH MET   ,15104000,15,Materials
1820,HAV,HAVILAH RESOURCES   ,15104000,15,Materials
1821,HAW,HAWTHORN RESOURCES  ,15104000,15,Materials
1822,HAZ,HAZELWOOD RESOURCES ,15104000,15,Materials
1823,HBA,NSX.HERITAGE BRANDS ,99999999,99,N/A
1824,HBI,HEALTH/BIO. BASKET W,00000000,00,
1825,HBR,BETA ACTIVE HYBRIDS ,00000000,00,
1826,HBS,HERITAGE BANK LTD   ,00000000,00,
1827,HCD,HYDROCARBON DYNAMIC ,10100000,10,Energy
1828,HCF,HGHIGHCONVICTION    ,00000000,00,
1829,HCH,HOT CHILI LTD       ,15104000,15,Materials
1830,HCO,HYLEA METALS LTD    ,15104000,15,Materials
1831,HCR,BETAHCRD            ,00000000,00,
1832,HCS,HYUNDAI CAPITAL INC ,00000000,00,
1833,HCT,HOLISTA COLLTECH LTD,30300000,30,Consumer Staples
1834,HCW,HLTHCOHCWELLNSREIT  ,60101000,60,Real Estate
1835,HCX,H-SHARES IDX FUTURES,99999999,99,N/A
1836,HDG,HODGES RESOURCES    ,15104000,15,Materials
1837,HDN,HOMECO DAILY NEEDS  ,60101000,60,Real Estate
1838,HDX,HUGHES DRILLING LTD ,15104000,15,Materials
1839,HDY,HARDEY RESOURCES LTD,15104000,15,Materials
1840,HE8,HELIOS ENERGY LTD   ,10100000,10,Energy
1841,HEG,HILL END GOLD       ,15104000,15,Materials
1842,HES,HYPOTHEKENBANK      ,00000000,00,
1843,HET,BETASUSTAINABILITYCH,00000000,00,
1844,HEU,BETASHARES EUROPE   ,00000000,00,
1845,HFA,HFA HOLDINGS LIMITED,40200000,40,Financials
1846,HFR,HIGHFIELD RES LTD   ,15100000,15,Materials
1847,HFY,HUBIFY LTD          ,50100000,50,Communication Services
1848,HG1,HALU GROUP LIMITED  ,00000000,00,
1849,HGC,HYGIEACARE          ,99999999,99,N/A
1850,HGE,GLOBAL X HYDROGEN   ,00000000,00,
1851,HGG,HENDERSON GROUP     ,40200000,40,Financials
1852,HGH,HEARTLAND GROUP     ,40100000,40,Financials
1853,HGI,HENDERSON GROUP PLC ,40200000,40,Financials
1854,HGL,HUDSON INVESTMENT   ,60100000,60,Real Estate
1855,HGM,HIGH GRADE METALS   ,15104000,15,Materials
1856,HGO,HILLGROVE RES LTD   ,15104000,15,Materials
1857,HGV,HYGROVEST LIMITED   ,00000000,00,
1858,HHI,HEALTH HOUSE INT LTD,35100000,35,Health Care
1859,HHL,HUNTER HALL INTER.  ,40200000,40,Financials
1860,HHM,HAMPTON HILL MINING ,15104000,15,Materials
1861,HHR,HARTSHEAD RESOURCES ,10100000,10,Energy
1862,HHV,HUNTER HALL GLOBAL  ,40200000,40,Financials
1863,HHY,HHY FUND            ,00000000,00,
1864,HIG,HIGHLANDS PACIFIC   ,15104000,15,Materials
1865,HIL,HILLS LTD           ,45200000,45,Information Technology
1866,HIO,HAWSONS IRON LTD    ,15104000,15,Materials
1867,HIP,HIPO RESOURCES LTD  ,15104000,15,Materials
1868,HIQ,HITIQ LIMITED       ,35100000,35,Health Care
1869,HIT,HITECH GROUP AUST.  ,20200000,20,Industrials
1870,HJB,HJB CORPORATION LTD ,20200000,20,Industrials
1871,HJP,BETASHARES JAPAN    ,00000000,00,
1872,HJZ,HEJAZ PROPERTY FUND ,00000000,00,
1873,HKX,HAEMOKINESISLIMITED ,35100000,35,Health Care
1874,HLA,HEALTHIA LIMITED    ,35100000,35,Health Care
1875,HLF,HALO FOOD CO. LTD   ,30200000,30,Consumer Staples
1876,HLI,HELIA GROUP LIMITED ,40100000,40,Financials
1877,HLO,HELLOWORLD TRAVL LTD,25300000,25,Consumer Discretionary
1878,HLS,HEALIUS             ,35100000,35,Health Care
1879,HLT,VANECK GLBL HLTH LDR,00000000,00,
1880,HLX,HELIX RESOURCES     ,15104000,15,Materials
1881,HM1,HEARTS AND MINDS    ,00000000,00,
1882,HMC,HMC CAPITAL LIMITED ,60101000,60,Real Estate
1883,HMD,HERAMED LIMITED     ,35100000,35,Health Care
1884,HMG,HAMELINGOLDLIMITED  ,15104000,15,Materials
1885,HMI,HIREMII             ,20200000,20,Industrials
1886,HML,HENRY MORGAN LIMITED,00000000,00,
1887,HMO,HEARMEOUT LTD       ,45100000,45,Information Technology
1888,HMX,HAMMER METALS LTD   ,15104000,15,Materials
1889,HMY,HARMONEY CORP LTD   ,40200000,40,Financials
1890,HND,BETANASDAQ100CH     ,00000000,00,
1891,HNG,HANCOCK & GORE LTD  ,20100000,20,Industrials
1892,HNR,HANNANS LTD         ,15104000,15,Materials
1893,HOG,HAWKLEY OIL AND GAS ,10100000,10,Energy
1894,HOM,HOMELOANS LIMITED   ,40100000,40,Financials
1895,HOR,HORSESHOE METALS LTD,15104000,15,Materials
1896,HOT,HOTCOPPER HOLDINGS  ,50200000,50,Communication Services
1897,HPC,THEHYDRATION        ,30300000,30,Consumer Staples
1898,HPG,HIPAGES GROUP       ,50200000,50,Communication Services
1899,HPI,HOTEL PROPERTY      ,60101000,60,Real Estate
1900,HPP,HEALTH PLANT PROTEIN,30200000,30,Consumer Staples
1901,HPR,HIGH PEAK ROYALTIES ,10100000,10,Energy
1902,HQL,BETAQUALITYLEADERSCH,00000000,00,
1903,HRE,HEAVY RARE EARTHS   ,99999999,99,N/A
1904,HRL,HRLHOLDING          ,20200000,20,Industrials
1905,HRN,HORIZON GOLD LTD    ,15104000,15,Materials
1906,HRO,HIRO BRANDS LIMITED ,25300000,25,Consumer Discretionary
1907,HRR,HERON RESOURCES     ,15104000,15,Materials
1908,HRZ,HORIZON             ,15104000,15,Materials
1909,HSC,HSC TECHNOLOGY GROUP,45100000,45,Information Technology
1910,HSE,NSX.HSE             ,99999999,99,N/A
1911,HSK,HEEMSKIRK CONSOLID. ,15104000,15,Materials
1912,HSN,HANSEN TECHNOLOGIES ,45100000,45,Information Technology
1913,HSO,HEALTHSCOPE LIMITED.,35100000,35,Health Care
1914,HSX,HANGSENG IDX FUTURES,99999999,99,N/A
1915,HT1,HT&E LIMITED        ,50200000,50,Communication Services
1916,HT8,HARRIS TECHNOLOGY GL,25500000,25,Consumer Discretionary
1917,HTA,HUTCHISON           ,50100000,50,Communication Services
1918,HTB,SERIES 2013-1 HARVEY,00000000,00,
1919,HTG,HARVEST TECH GRP LTD,45200000,45,Information Technology
1920,HTM,HIGH-TECH METALS LTD,15104000,15,Materials
1921,HTR,HARVEY TRUST 2006-1 ,00000000,00,
1922,HTV,S 07-1 HARVEY TRUST ,00000000,00,
1923,HU1,BUGSINDEX           ,99999999,99,N/A
1924,HUB,HUB24 LTD           ,40200000,40,Financials
1925,HUM,HUMM GROUP LIMITED  ,40200000,40,Financials
1926,HUO,HUON AQUACULTURE GRP,30200000,30,Consumer Staples
1927,HVM,HAPPY VALLEY        ,30200000,30,Consumer Staples
1928,HVN,HARVEY NORMAN       ,25500000,25,Consumer Discretionary
1929,HVS,BETA DIVHARVESTER   ,00000000,00,
1930,HVY,HEAVYMINERALSLIMITED,15104000,15,Materials
1931,HWH,HOUSTON WE HAVE LTD ,45100000,45,Information Technology
1932,HWK,HAWKSTONE MNG LTD   ,15104000,15,Materials
1933,HXG,HEXAGON ENERGY      ,15104000,15,Materials
1934,HXL,HEXIMA              ,35200000,35,Health Care
1935,HXP,HAIXI PHARMACEUTICAL,99999999,99,N/A
1936,HYB,HYI BANK BASKET     ,99999999,99,N/A
1937,HYD,HYDRIX LIMITED      ,45200000,45,Information Technology
1938,HYG,HYPERION GLOBAL     ,00000000,00,
1939,HYI,HYI EQUITIES INDEX  ,99999999,99,N/A
1940,HYM,HYPERION METALS LTD ,15104000,15,Materials
1941,HYN,PINNACLE FUND SERVIC,00000000,00,
1942,HYP,HYPO REAL ESTATE    ,00000000,00,
1943,HYR,HYI RESOURCES BASKET,99999999,99,N/A
1944,HYT,HYTERRA LTD         ,10100000,10,Energy
1945,HZN,HORIZON OIL LIMITED ,10100000,10,Energy
1946,HZR,HAZER GROUP LIMITED ,15100000,15,Materials
1947,I50,ISHARES S&P INDIA 50,99999999,99,N/A
1948,IA8,IAG DUMMY TORESS    ,99999999,99,N/A
1949,IAA,ISHS ASIA 50 ETF    ,00000000,00,
1950,IAB,IAB HOLDINGS LIMITED,50100000,50,Communication Services
1951,IAF,ISHARES COMP BND.   ,00000000,00,
1952,IAG,INSURANCE AUSTRALIA ,40300000,40,Financials
1953,IAL,INVESCO AUSTRALIA   ,00000000,00,
1954,IAM,INCOME ASSET        ,40200000,40,Financials
1955,IAN,IAG FINANCE (NZ) LTD,00000000,00,
